alert_id,seconds_offset,timestamp,environment,service,severity,title,status,source,metric_name,metric_value,metric_unit,threshold,affected_users,error_rate_pct,pattern_key,is_duplicate_candidate,is_noise_candidate,correlation_id,incident_candidate_id,is_trigger
ALT-2026-06-10-0177,121,2026-06-10T10:02:01Z,MGM,replication,P4,Background job queue delay on replication: 44.3s,active,Prometheus,background_job_delay,44.3,s,warning,0,0.0,MGM:replication:background_job_delay,true,true,CORRMGMREPLICATION,INC-CAND-REP-MGM-006,false
ALT-2026-06-10-0178,122,2026-06-10T10:02:02Z,NJ-DGE,auth-service,P4,Health check warning: auth-service response time 790ms,active,CloudWatch,health_latency,790,ms,warning,0,0.0,NJ-DGE:auth-service:health_latency,true,true,CORRNJDGEAUTHSERVICE,INC-CAND-AUT-NJ--007,false
ALT-2026-06-10-0179,122,2026-06-10T10:02:02Z,NJ-DGE,auth-service,P4,auth-service cache hit rate changed to 64.5%,active,Prometheus,cache_hit_rate,64.5,%,warning,0,0.0,NJ-DGE:auth-service:cache_hit_rate,true,true,CORRNJDGEAUTHSERVICE,INC-CAND-AUT-NJ--008,false
ALT-2026-06-10-0180,122,2026-06-10T10:02:02Z,GIB-UKGC,auth-service,P4,auth-service memory utilization at 79.6%,active,SyntheticCheck,memory_utilization,79.6,%,warning,0,0.0,GIB-UKGC:auth-service:memory_utilization,true,true,CORRGIBUKGCAUTHSERVICE,INC-CAND-AUT-GIB-000,false
ALT-2026-06-10-0181,123,2026-06-10T10:02:03Z,GIB-UKGC,redis-token-store,P4,redis-token-store disk usage at 87.5%,active,SyntheticCheck,disk_usage,87.5,%,warning,0,0.0,GIB-UKGC:redis-token-store:disk_usage,true,true,CORRGIBUKGCREDISTOKENSTO,INC-CAND-RED-GIB-001,false
ALT-2026-06-10-0182,123,2026-06-10T10:02:03Z,NJ-DGE,replication,P4,TLS handshake duration elevated for replication: 527ms,active,Prometheus,tls_handshake,527,ms,warning,0,0.0,NJ-DGE:replication:tls_handshake,true,true,CORRNJDGEREPLICATION,INC-CAND-REP-NJ--002,false
ALT-2026-06-10-0183,124,2026-06-10T10:02:04Z,GIB-UKGC,redis-token-store,P2,redis-token-store 5xx rate above threshold: 5.1%,active,GuardDuty,5xx_rate,5.1,%,major,1500,0.99,GIB-UKGC:redis-token-store:5xx_rate,false,false,CORRGIBUKGCREDISTOKENSTO,INC-CAND-RED-GIB-003,false
ALT-2026-06-10-0184,125,2026-06-10T10:02:05Z,GIB-UKGC,bet-service,P3,Connection pool exhausted briefly on bet-service,active,CloudWatch,connection_pool,92,%,degraded,32000,1.4,GIB-UKGC:bet-service:connection_pool,true,false,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0185,126,2026-06-10T10:02:06Z,GIB-UKGC,game-service,P2,External provider latency impacting game-service: 4.5s,active,SyntheticCheck,provider_latency,4.5,s,major,28000,1.45,GIB-UKGC:game-service:provider_latency,true,false,CORRGIBUKGCGAMESERVICE,INC-CAND-GAM-GIB-005,false
ALT-2026-06-10-0186,127,2026-06-10T10:02:07Z,NJ-DGE,auth-service,P4,auth-service disk usage at 81.9%,active,SyntheticCheck,disk_usage,81.9,%,warning,0,0.0,NJ-DGE:auth-service:disk_usage,false,true,CORRNJDGEAUTHSERVICE,INC-CAND-AUT-NJ--006,false
ALT-2026-06-10-0187,127,2026-06-10T10:02:07Z,GIB-UKGC,bet-service,P4,bet-service memory utilization at 74.8%,active,SyntheticCheck,memory_utilization,74.8,%,warning,0,0.0,GIB-UKGC:bet-service:memory_utilization,true,true,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0188,127,2026-06-10T10:02:07Z,MIRAGE,payments-service,P4,TLS handshake duration elevated for payments-service: 527ms,active,PITER-Monitor,tls_handshake,527,ms,warning,0,0.0,MIRAGE:payments-service:tls_handshake,true,true,CORRMIRAGEPAYMENTSSERVIC,INC-CAND-PAY-MIR-008,false
ALT-2026-06-10-0189,128,2026-06-10T10:02:08Z,MGM,game-service,P4,game-service cache hit rate changed to 68.4%,active,SyntheticCheck,cache_hit_rate,68.4,%,warning,0,0.0,MGM:game-service:cache_hit_rate,true,true,CORRMGMGAMESERVICE,INC-CAND-GAM-MGM-000,false
ALT-2026-06-10-0190,128,2026-06-10T10:02:08Z,NJ-DGE,bet-service,P4,bet-service cache hit rate changed to 71.5%,active,Grafana,cache_hit_rate,71.5,%,warning,0,0.0,NJ-DGE:bet-service:cache_hit_rate,true,true,CORRNJDGEBETSERVICE,INC-CAND-BET-NJ--001,false
ALT-2026-06-10-0191,128,2026-06-10T10:02:08Z,MGM,replication,P4,Background job queue delay on replication: 46.5s,active,GuardDuty,background_job_delay,46.5,s,warning,0,0.0,MGM:replication:background_job_delay,false,true,CORRMGMREPLICATION,INC-CAND-REP-MGM-002,false
ALT-2026-06-10-0192,129,2026-06-10T10:02:09Z,GIB-UKGC,replication,P4,Health check warning: replication response time 653ms,active,Grafana,health_latency,653,ms,warning,0,0.0,GIB-UKGC:replication:health_latency,true,true,CORRGIBUKGCREPLICATION,INC-CAND-REP-GIB-003,false
ALT-2026-06-10-0193,129,2026-06-10T10:02:09Z,GIB-UKGC,auth-service,P4,auth-service memory utilization at 79.2%,active,Grafana,memory_utilization,79.2,%,warning,0,0.0,GIB-UKGC:auth-service:memory_utilization,false,true,CORRGIBUKGCAUTHSERVICE,INC-CAND-AUT-GIB-004,false
ALT-2026-06-10-0194,129,2026-06-10T10:02:09Z,MGM,auth-service,P4,TLS handshake duration elevated for auth-service: 360ms,active,CloudWatch,tls_handshake,360,ms,warning,0,0.0,MGM:auth-service:tls_handshake,true,true,CORRMGMAUTHSERVICE,INC-CAND-AUT-MGM-005,false
ALT-2026-06-10-0195,129,2026-06-10T10:02:09Z,MIRAGE,promotion-engine,P4,Health check warning: promotion-engine response time 784ms,active,PITER-Monitor,health_latency,784,ms,warning,0,0.0,MIRAGE:promotion-engine:health_latency,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-006,false
ALT-2026-06-10-0196,130,2026-06-10T10:02:10Z,NJ-DGE,promotion-engine,P4,promotion-engine disk usage at 80.5%,active,PITER-Monitor,disk_usage,80.5,%,warning,0,0.0,NJ-DGE:promotion-engine:disk_usage,true,true,CORRNJDGEPROMOTIONENGINE,INC-CAND-PRO-NJ--007,false
ALT-2026-06-10-0197,130,2026-06-10T10:02:10Z,MGM,promotion-engine,P4,TLS handshake duration elevated for promotion-engine: 204ms,active,PITER-Monitor,tls_handshake,204,ms,warning,0,0.0,MGM:promotion-engine:tls_handshake,true,true,CORRMGMPROMOTIONENGINE,INC-CAND-PRO-MGM-008,false
ALT-2026-06-10-0198,135,2026-06-10T10:02:15Z,MIRAGE,replication,P3,Queue depth elevated on replication: 992,active,Prometheus,queue_depth,992,messages,degraded,4500,0.41,MIRAGE:replication:queue_depth,true,false,CORRMIRAGEREPLICATION,INC-CAND-REP-MIR-000,false
ALT-2026-06-10-0199,136,2026-06-10T10:02:16Z,MIRAGE,wallet-service,P4,TLS handshake duration elevated for wallet-service: 430ms,active,Prometheus,tls_handshake,430,ms,warning,0,0.0,MIRAGE:wallet-service:tls_handshake,true,true,CORRMIRAGEWALLETSERVICE,INC-CAND-WAL-MIR-001,false
ALT-2026-06-10-0200,136,2026-06-10T10:02:16Z,NJ-DGE,wallet-service,P2,wallet-service 5xx rate above threshold: 2.9%,active,GuardDuty,5xx_rate,2.9,%,major,1500,2.64,NJ-DGE:wallet-service:5xx_rate,false,false,CORRNJDGEWALLETSERVICE,INC-CAND-WAL-NJ--002,false
ALT-2026-06-10-0201,136,2026-06-10T10:02:16Z,GIB-UKGC,redis-token-store,P4,redis-token-store memory utilization at 74.7%,active,SyntheticCheck,memory_utilization,74.7,%,warning,0,0.0,GIB-UKGC:redis-token-store:memory_utilization,true,true,CORRGIBUKGCREDISTOKENSTO,INC-CAND-RED-GIB-003,false
ALT-2026-06-10-0202,137,2026-06-10T10:02:17Z,NJ-DGE,promotion-engine,P4,TLS handshake duration elevated for promotion-engine: 463ms,active,CloudWatch,tls_handshake,463,ms,warning,0,0.0,NJ-DGE:promotion-engine:tls_handshake,true,true,CORRNJDGEPROMOTIONENGINE,INC-CAND-PRO-NJ--004,false
ALT-2026-06-10-0203,137,2026-06-10T10:02:17Z,MIRAGE,auth-service,P4,TLS handshake duration elevated for auth-service: 353ms,active,Prometheus,tls_handshake,353,ms,warning,0,0.0,MIRAGE:auth-service:tls_handshake,true,true,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-005,false
ALT-2026-06-10-0204,137,2026-06-10T10:02:17Z,MGM,promotion-engine,P3,Connection pool pressure on promotion-engine: 94.7%,active,PITER-Monitor,connection_pool,94.7,%,degraded,1500,1.03,MGM:promotion-engine:connection_pool,false,false,CORRMGMPROMOTIONENGINE,INC-CAND-PRO-MGM-006,false
ALT-2026-06-10-0205,137,2026-06-10T10:02:17Z,MIRAGE,bet-service,P4,Health check warning: bet-service response time 865ms,active,Prometheus,health_latency,865,ms,warning,0,0.0,MIRAGE:bet-service:health_latency,true,true,CORRMIRAGEBETSERVICE,INC-CAND-BET-MIR-007,false
ALT-2026-06-10-0206,137,2026-06-10T10:02:17Z,NJ-DGE,promotion-engine,P3,Replication lag on promotion-engine: 18.6s,active,Grafana,replication_lag,18.6,s,degraded,9000,2.0,NJ-DGE:promotion-engine:replication_lag,true,false,CORRNJDGEPROMOTIONENGINE,INC-CAND-PRO-NJ--008,false
ALT-2026-06-10-0207,137,2026-06-10T10:02:17Z,GIB-UKGC,bet-service,P4,bet-service disk usage at 70.3%,active,GuardDuty,disk_usage,70.3,%,warning,0,0.0,GIB-UKGC:bet-service:disk_usage,true,true,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0208,137,2026-06-10T10:02:17Z,MIRAGE,payments-service,P4,TLS handshake duration elevated for payments-service: 513ms,active,Grafana,tls_handshake,513,ms,warning,0,0.0,MIRAGE:payments-service:tls_handshake,false,true,CORRMIRAGEPAYMENTSSERVIC,INC-CAND-PAY-MIR-001,false
ALT-2026-06-10-0209,137,2026-06-10T10:02:17Z,NJ-DGE,bet-service,P3,Replication lag on bet-service: 17.7s,active,Grafana,replication_lag,17.7,s,degraded,1500,2.5,NJ-DGE:bet-service:replication_lag,false,false,CORRNJDGEBETSERVICE,INC-CAND-BET-NJ--002,false
ALT-2026-06-10-0210,138,2026-06-10T10:02:18Z,MIRAGE,auth-service,P4,TLS handshake duration elevated for auth-service: 375ms,active,Prometheus,tls_handshake,375,ms,warning,0,0.0,MIRAGE:auth-service:tls_handshake,true,true,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-003,false
ALT-2026-06-10-0211,138,2026-06-10T10:02:18Z,MIRAGE,game-service,P3,Failed login rate increased on game-service: 12.4%,active,CloudWatch,failed_login_rate,12.4,%,degraded,1500,1.53,MIRAGE:game-service:failed_login_rate,false,false,CORRMIRAGEGAMESERVICE,INC-CAND-GAM-MIR-004,false
ALT-2026-06-10-0212,138,2026-06-10T10:02:18Z,NJ-DGE,game-service,P2,game-service circuit breaker tripped briefly,active,Prometheus,circuit_breaker,1,event,major,1500,2.32,NJ-DGE:game-service:circuit_breaker,false,false,CORRNJDGEGAMESERVICE,INC-CAND-GAM-NJ--005,false
ALT-2026-06-10-0213,139,2026-06-10T10:02:19Z,MGM,game-service,P3,game-service latency p95 increased to 2.9s,active,Grafana,latency_p95,2.9,s,degraded,28000,1.14,MGM:game-service:latency_p95,false,false,CORRMGMGAMESERVICE,INC-CAND-GAM-MGM-006,false
ALT-2026-06-10-0214,140,2026-06-10T10:02:20Z,MGM,auth-service,P2,auth-service 5xx rate above threshold: 1%,active,Grafana,5xx_rate,1,%,major,0,1.75,MGM:auth-service:5xx_rate,false,false,CORRMGMAUTHSERVICE,INC-CAND-AUT-MGM-007,false
ALT-2026-06-10-0215,141,2026-06-10T10:02:21Z,NJ-DGE,payments-service,P3,Replication lag on payments-service: 17.8s,active,CloudWatch,replication_lag,17.8,s,degraded,4500,1.83,NJ-DGE:payments-service:replication_lag,true,false,CORRNJDGEPAYMENTSSERVICE,INC-CAND-PAY-NJ--008,false
ALT-2026-06-10-0216,142,2026-06-10T10:02:22Z,NJ-DGE,payments-service,P3,payments-service latency p95 increased to 3.1s,active,CloudWatch,latency_p95,3.1,s,degraded,4500,0.8,NJ-DGE:payments-service:latency_p95,true,false,CORRNJDGEPAYMENTSSERVICE,INC-CAND-PAY-NJ--000,false
ALT-2026-06-10-0217,143,2026-06-10T10:02:23Z,GIB-UKGC,promotion-engine,P4,Background job queue delay on promotion-engine: 46.0s,active,PITER-Monitor,background_job_delay,46.0,s,warning,0,0.0,GIB-UKGC:promotion-engine:background_job_delay,false,true,CORRGIBUKGCPROMOTIONENGI,INC-CAND-PRO-GIB-001,false
ALT-2026-06-10-0218,144,2026-06-10T10:02:24Z,MIRAGE,auth-service,P2,auth-service circuit breaker tripped briefly,active,GuardDuty,circuit_breaker,1,event,major,4500,3.03,MIRAGE:auth-service:circuit_breaker,true,false,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-002,false
ALT-2026-06-10-0219,144,2026-06-10T10:02:24Z,NJ-DGE,wallet-service,P4,TLS handshake duration elevated for wallet-service: 219ms,active,CloudWatch,tls_handshake,219,ms,warning,0,0.0,NJ-DGE:wallet-service:tls_handshake,true,true,CORRNJDGEWALLETSERVICE,INC-CAND-WAL-NJ--003,false
ALT-2026-06-10-0220,144,2026-06-10T10:02:24Z,MIRAGE,bet-service,P3,Connection pool pressure on bet-service: 83.4%,active,PITER-Monitor,connection_pool,83.4,%,degraded,1500,2.23,MIRAGE:bet-service:connection_pool,true,false,CORRMIRAGEBETSERVICE,INC-CAND-BET-MIR-004,false
ALT-2026-06-10-0221,144,2026-06-10T10:02:24Z,MGM,replication,P4,replication cache hit rate changed to 81.8%,active,Prometheus,cache_hit_rate,81.8,%,warning,0,0.0,MGM:replication:cache_hit_rate,true,true,CORRMGMREPLICATION,INC-CAND-REP-MGM-005,false
ALT-2026-06-10-0222,144,2026-06-10T10:02:24Z,MIRAGE,auth-service,P3,Queue depth elevated on auth-service: 1294,active,SyntheticCheck,queue_depth,1294,messages,degraded,0,1.03,MIRAGE:auth-service:queue_depth,false,false,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-006,false
ALT-2026-06-10-0223,146,2026-06-10T10:02:26Z,GIB-UKGC,auth-service,P4,Background job queue delay on auth-service: 45.0s,active,GuardDuty,background_job_delay,45.0,s,warning,0,0.0,GIB-UKGC:auth-service:background_job_delay,true,true,CORRGIBUKGCAUTHSERVICE,INC-CAND-AUT-GIB-007,false
ALT-2026-06-10-0224,147,2026-06-10T10:02:27Z,MIRAGE,auth-service,P3,Connection pool pressure on auth-service: 89.3%,active,PITER-Monitor,connection_pool,89.3,%,degraded,0,1.18,MIRAGE:auth-service:connection_pool,true,false,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-008,false
ALT-2026-06-10-0225,148,2026-06-10T10:02:28Z,NJ-DGE,replication,P4,replication memory utilization at 78.7%,active,CloudWatch,memory_utilization,78.7,%,warning,0,0.0,NJ-DGE:replication:memory_utilization,true,true,CORRNJDGEREPLICATION,INC-CAND-REP-NJ--000,false
ALT-2026-06-10-0226,150,2026-06-10T10:02:30Z,MGM,replication,P4,TLS handshake duration elevated for replication: 493ms,active,PITER-Monitor,tls_handshake,493,ms,warning,0,0.0,MGM:replication:tls_handshake,true,true,CORRMGMREPLICATION,INC-CAND-REP-MGM-001,false
ALT-2026-06-10-0227,152,2026-06-10T10:02:32Z,GIB-UKGC,payments-service,P4,Background job queue delay on payments-service: 44.5s,active,GuardDuty,background_job_delay,44.5,s,warning,0,0.0,GIB-UKGC:payments-service:background_job_delay,true,true,CORRGIBUKGCPAYMENTSSERVI,INC-CAND-PAY-GIB-002,false
ALT-2026-06-10-0228,152,2026-06-10T10:02:32Z,GIB-UKGC,game-service,P4,Background job queue delay on game-service: 46.3s,active,GuardDuty,background_job_delay,46.3,s,warning,0,0.0,GIB-UKGC:game-service:background_job_delay,true,true,CORRGIBUKGCGAMESERVICE,INC-CAND-GAM-GIB-003,false
ALT-2026-06-10-0229,153,2026-06-10T10:02:33Z,MIRAGE,auth-service,P4,auth-service disk usage at 78.2%,active,Prometheus,disk_usage,78.2,%,warning,0,0.0,MIRAGE:auth-service:disk_usage,true,true,CORRMIRAGEAUTHSERVICE,INC-CAND-AUT-MIR-004,false
ALT-2026-06-10-0230,154,2026-06-10T10:02:34Z,NJ-DGE,promotion-engine,P3,Failed login rate increased on promotion-engine: 7.4%,active,PITER-Monitor,failed_login_rate,7.4,%,degraded,9000,2.22,NJ-DGE:promotion-engine:failed_login_rate,false,false,CORRNJDGEPROMOTIONENGINE,INC-CAND-PRO-NJ--005,false
ALT-2026-06-10-0231,155,2026-06-10T10:02:35Z,GIB-UKGC,bet-service,P2,bet-service 5xx rate above 2% (3.8%),active,Prometheus,5xx_rate,3.8,%,major,32000,3.8,GIB-UKGC:bet-service:5xx_rate,false,false,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0232,156,2026-06-10T10:02:36Z,GIB-UKGC,wallet-service,P4,TLS handshake duration elevated for wallet-service: 458ms,active,CloudWatch,tls_handshake,458,ms,warning,0,0.0,GIB-UKGC:wallet-service:tls_handshake,true,true,CORRGIBUKGCWALLETSERVICE,INC-CAND-WAL-GIB-007,false
ALT-2026-06-10-0233,156,2026-06-10T10:02:36Z,MIRAGE,replication,P4,replication memory utilization at 86.2%,active,SyntheticCheck,memory_utilization,86.2,%,warning,0,0.0,MIRAGE:replication:memory_utilization,true,true,CORRMIRAGEREPLICATION,INC-CAND-REP-MIR-008,false
ALT-2026-06-10-0234,157,2026-06-10T10:02:37Z,GIB-UKGC,promotion-engine,P4,promotion-engine cache hit rate changed to 66.4%,active,Grafana,cache_hit_rate,66.4,%,warning,0,0.0,GIB-UKGC:promotion-engine:cache_hit_rate,true,true,CORRGIBUKGCPROMOTIONENGI,INC-CAND-PRO-GIB-000,false
ALT-2026-06-10-0235,159,2026-06-10T10:02:39Z,MGM,promotion-engine,P4,Background job queue delay on promotion-engine: 44.3s,active,GuardDuty,background_job_delay,44.3,s,warning,0,0.0,MGM:promotion-engine:background_job_delay,true,true,CORRMGMPROMOTIONENGINE,INC-CAND-PRO-MGM-001,false
ALT-2026-06-10-0236,160,2026-06-10T10:02:40Z,GIB-UKGC,wallet-service,P3,Connection pool pressure on wallet-service: 86.2%,active,PITER-Monitor,connection_pool,86.2,%,degraded,0,1.49,GIB-UKGC:wallet-service:connection_pool,false,false,CORRGIBUKGCWALLETSERVICE,INC-CAND-WAL-GIB-002,false
ALT-2026-06-10-0237,160,2026-06-10T10:02:40Z,GIB-UKGC,promotion-engine,P4,Health check warning: promotion-engine response time 739ms,active,CloudWatch,health_latency,739,ms,warning,0,0.0,GIB-UKGC:promotion-engine:health_latency,true,true,CORRGIBUKGCPROMOTIONENGI,INC-CAND-PRO-GIB-003,false
ALT-2026-06-10-0238,162,2026-06-10T10:02:42Z,MGM,redis-token-store,P3,Connection pool pressure on redis-token-store: 88.1%,active,SyntheticCheck,connection_pool,88.1,%,degraded,4500,1.13,MGM:redis-token-store:connection_pool,false,false,CORRMGMREDISTOKENSTORE,INC-CAND-RED-MGM-004,false
ALT-2026-06-10-0239,163,2026-06-10T10:02:43Z,MGM,auth-service,P3,auth-service latency p95 increased to 2.0s,active,CloudWatch,latency_p95,2.0,s,degraded,50000,1.16,MGM:auth-service:latency_p95,false,false,CORRMGMAUTHSERVICE,INC-CAND-AUT-MGM-005,false
ALT-2026-06-10-0240,163,2026-06-10T10:02:43Z,GIB-UKGC,bet-service,P4,Health check warning: bet-service response time 767ms,active,SyntheticCheck,health_latency,767,ms,warning,0,0.0,GIB-UKGC:bet-service:health_latency,true,true,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0241,164,2026-06-10T10:02:44Z,NJ-DGE,redis-token-store,P4,redis-token-store disk usage at 78.3%,active,CloudWatch,disk_usage,78.3,%,warning,0,0.0,NJ-DGE:redis-token-store:disk_usage,true,true,CORRNJDGEREDISTOKENSTORE,INC-CAND-RED-NJ--007,false
ALT-2026-06-10-0242,164,2026-06-10T10:02:44Z,GIB-UKGC,wallet-service,P2,wallet-service circuit breaker tripped briefly,active,PITER-Monitor,circuit_breaker,1,event,major,12000,3.52,GIB-UKGC:wallet-service:circuit_breaker,true,false,CORRGIBUKGCWALLETSERVICE,INC-CAND-WAL-GIB-008,false
ALT-2026-06-10-0243,164,2026-06-10T10:02:44Z,MIRAGE,bet-service,P4,TLS handshake duration elevated for bet-service: 224ms,active,CloudWatch,tls_handshake,224,ms,warning,0,0.0,MIRAGE:bet-service:tls_handshake,true,true,CORRMIRAGEBETSERVICE,INC-CAND-BET-MIR-000,false
ALT-2026-06-10-0244,164,2026-06-10T10:02:44Z,NJ-DGE,payments-service,P4,payments-service memory utilization at 76.5%,active,GuardDuty,memory_utilization,76.5,%,warning,0,0.0,NJ-DGE:payments-service:memory_utilization,true,true,CORRNJDGEPAYMENTSSERVICE,INC-CAND-PAY-NJ--001,false
ALT-2026-06-10-0245,168,2026-06-10T10:02:48Z,MGM,replication,P2,Failed transaction rate on replication: 1.5%,active,Prometheus,transaction_failure,1.5,%,major,800,4.44,MGM:replication:transaction_failure,true,false,CORRMGMREPLICATION,INC-CAND-REP-MGM-002,false
ALT-2026-06-10-0246,169,2026-06-10T10:02:49Z,NJ-DGE,bet-service,P4,Background job queue delay on bet-service: 45.8s,active,Prometheus,background_job_delay,45.8,s,warning,0,0.0,NJ-DGE:bet-service:background_job_delay,true,true,CORRNJDGEBETSERVICE,INC-CAND-BET-NJ--003,false
ALT-2026-06-10-0247,170,2026-06-10T10:02:50Z,GIB-UKGC,bet-service,P2,bet-service circuit breaker tripped briefly,active,GuardDuty,circuit_breaker,1,event,major,32000,7.2,GIB-UKGC:bet-service:circuit_breaker,false,false,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0248,173,2026-06-10T10:02:53Z,MIRAGE,replication,P4,replication cache hit rate changed to 66.7%,active,Grafana,cache_hit_rate,66.7,%,warning,0,0.0,MIRAGE:replication:cache_hit_rate,true,true,CORRMIRAGEREPLICATION,INC-CAND-REP-MIR-005,false
ALT-2026-06-10-0249,174,2026-06-10T10:02:54Z,NJ-DGE,payments-service,P4,Health check warning: payments-service response time 603ms,active,Grafana,health_latency,603,ms,warning,0,0.0,NJ-DGE:payments-service:health_latency,false,true,CORRNJDGEPAYMENTSSERVICE,INC-CAND-PAY-NJ--006,false
ALT-2026-06-10-0250,174,2026-06-10T10:02:54Z,NJ-DGE,redis-token-store,P4,redis-token-store cache hit rate changed to 68.4%,active,CloudWatch,cache_hit_rate,68.4,%,warning,0,0.0,NJ-DGE:redis-token-store:cache_hit_rate,true,true,CORRNJDGEREDISTOKENSTORE,INC-CAND-RED-NJ--007,false
ALT-2026-06-10-0251,175,2026-06-10T10:02:55Z,GIB-UKGC,bet-service,P1,CRITICAL: bet-service nodes unresponsive - 100% error rate on GIB-UKGC,active,PITER-Monitor,service_down,100.0,%,critical,32000,100.0,GIB-UKGC:bet-service:service_down,false,false,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,true
ALT-2026-06-10-0252,177,2026-06-10T10:02:57Z,NJ-DGE,wallet-service,P3,wallet-service latency p95 increased to 2.2s,active,PITER-Monitor,latency_p95,2.2,s,degraded,12000,1.63,NJ-DGE:wallet-service:latency_p95,true,false,CORRNJDGEWALLETSERVICE,INC-CAND-WAL-NJ--000,false
ALT-2026-06-10-0253,178,2026-06-10T10:02:58Z,MIRAGE,payments-service,P3,Failed login rate increased on payments-service: 10.9%,active,PITER-Monitor,failed_login_rate,10.9,%,degraded,1500,0.97,MIRAGE:payments-service:failed_login_rate,true,false,CORRMIRAGEPAYMENTSSERVIC,INC-CAND-PAY-MIR-001,false
ALT-2026-06-10-0254,178,2026-06-10T10:02:58Z,MIRAGE,wallet-service,P4,wallet-service disk usage at 82.5%,active,SyntheticCheck,disk_usage,82.5,%,warning,0,0.0,MIRAGE:wallet-service:disk_usage,true,true,CORRMIRAGEWALLETSERVICE,INC-CAND-WAL-MIR-002,false
ALT-2026-06-10-0255,179,2026-06-10T10:02:59Z,MGM,replication,P2,replication circuit breaker tripped briefly,active,GuardDuty,circuit_breaker,1,event,major,4500,2.54,MGM:replication:circuit_breaker,true,false,CORRMGMREPLICATION,INC-CAND-REP-MGM-003,false
ALT-2026-06-10-0256,179,2026-06-10T10:02:59Z,MIRAGE,promotion-engine,P4,promotion-engine memory utilization at 88.5%,active,SyntheticCheck,memory_utilization,88.5,%,warning,0,0.0,MIRAGE:promotion-engine:memory_utilization,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-004,false
ALT-2026-06-10-0257,180,2026-06-10T10:03:00Z,MGM,payments-service,P3,Queue depth elevated on payments-service: 1747,active,CloudWatch,queue_depth,1747,messages,degraded,0,1.54,MGM:payments-service:queue_depth,false,false,CORRMGMPAYMENTSSERVICE,INC-CAND-PAY-MGM-005,false
ALT-2026-06-10-0258,181,2026-06-10T10:03:01Z,MGM,redis-token-store,P4,redis-token-store disk usage at 73.5%,active,CloudWatch,disk_usage,73.5,%,warning,0,0.0,MGM:redis-token-store:disk_usage,true,true,CORRMGMREDISTOKENSTORE,INC-CAND-RED-MGM-006,false
ALT-2026-06-10-0259,183,2026-06-10T10:03:03Z,MGM,promotion-engine,P3,Queue depth elevated on promotion-engine: 2463,active,SyntheticCheck,queue_depth,2463,messages,degraded,4500,2.43,MGM:promotion-engine:queue_depth,false,false,CORRMGMPROMOTIONENGINE,INC-CAND-PRO-MGM-007,false
ALT-2026-06-10-0260,184,2026-06-10T10:03:04Z,NJ-DGE,replication,P4,replication disk usage at 83.0%,active,Grafana,disk_usage,83.0,%,warning,0,0.0,NJ-DGE:replication:disk_usage,true,true,CORRNJDGEREPLICATION,INC-CAND-REP-NJ--008,false
ALT-2026-06-10-0261,186,2026-06-10T10:03:06Z,GIB-UKGC,bet-service,P3,bet-service latency p95 increased to 3.8s,active,Grafana,latency_p95,3.8,s,degraded,0,1.98,GIB-UKGC:bet-service:latency_p95,true,false,CORRGIBUKGCBETSERVICE,INC-CAND-BET-GIB-001,false
ALT-2026-06-10-0262,186,2026-06-10T10:03:06Z,NJ-DGE,wallet-service,P4,wallet-service memory utilization at 77.9%,active,Grafana,memory_utilization,77.9,%,warning,0,0.0,NJ-DGE:wallet-service:memory_utilization,true,true,CORRNJDGEWALLETSERVICE,INC-CAND-WAL-NJ--001,false
ALT-2026-06-10-0263,186,2026-06-10T10:03:06Z,MIRAGE,promotion-engine,P4,promotion-engine memory utilization at 74.1%,active,Prometheus,memory_utilization,74.1,%,warning,0,0.0,MIRAGE:promotion-engine:memory_utilization,true,true,CORRMIRAGEPROMOTIONENGIN,INC-CAND-PRO-MIR-002,false
ALT-2026-06-10-0264,188,2026-06-10T10:03:08Z,MGM,game-service,P4,game-service memory utilization at 83.0%,active,SyntheticCheck,memory_utilization,83.0,%,warning,0,0.0,MGM:game-service:memory_utilization,true,true,CORRMGMGAMESERVICE,INC-CAND-GAM-MGM-003,false
ALT-2026-06-10-0265,188,2026-06-10T10:03:08Z,GIB-UKGC,auth-service,P3,auth-service latency p95 increased to 2.8s,active,Prometheus,latency_p95,2.8,s,degraded,800,0.72,GIB-UKGC:auth-service:latency_p95,true,false,CORRGIBUKGCAUTHSERVICE,INC-CAND-AUT-GIB-004,false
